,Keyword,Job_title,Company,City,State,Mean_Salary,Remote,Rent Q4 2024,Vacancy Q4 2024,Median Monthly Rent,Electricity Price (cents per kWh),Internet Speed (Mbps),Average internet monthly payment,Annual Commute Cost,Remote Salary (Annual),In-Office Salary (Annual),Remote Work Expenses,In-Office Expenses,Total In-office salary,Total Remote salary
163,IT project manager,SENIOR AV/IT PROJECT MANAGER- REMOTE,Waveguide,North Carolina,,115000.0,0,,,,,,,,115000.0,115000.0,,,,
164,IT project manager,IT Project Manager III,GCI,Anchorage,Alaska,107000.0,0,,,"$1,240.00",22.88,285.1,103.73,4845.27,107000.0,107000.0,3715.8,,,110715.8
165,IT project manager,Service Delivery Manager/Project Manager,Evolve Security,United States,,80000.0,0,,,,,,,,80000.0,80000.0,,,,
166,IT project manager,Project Manager IV,KARL STORZ Endoscopy - America,Goleta,California,162000.0,0,,,,,,,,162000.0,162000.0,,,,
167,IT project manager,Project Manager Sr-IT,Loma Linda University Health,Loma Linda,California,134000.0,0,,,,,,,,134000.0,134000.0,,,,
168,IT project manager,ERP Manager,"Audio-Technica U.S., Inc.",Stow,Ohio,101000.0,0,,,,,,,,101000.0,101000.0,,,,
169,IT project manager,HEDIS Project Manager IV,Centene,Alabama,,120500.0,0,,,,,,,,120500.0,120500.0,,,,
170,IT project manager,Senior Technical Program Manager,Mastercard,O Fallon,Missouri,125500.0,0,,,$843.00,11.43,293.4,72.8,,125500.0,125500.0,2108.04,,,127608.04
171,IT project manager,Senior Technical Program Manager,Microsoft,United States,,183500.0,0,,,,,,,,183500.0,183500.0,,,,
172,IT project manager,IT Project Manager IV,GCI,Anchorage,Alaska,116500.0,0,,,"$1,240.00",22.88,285.1,103.73,4845.27,116500.0,116500.0,3715.8,,,120215.8
173,IT project manager,IT Project Manager III,Thermo Fisher Scientific,Carlsbad,California,147000.0,0,,,,,,,,147000.0,147000.0,,,,
174,IT project manager,Sr. Technical Program Manager,"Innovation Associates, Inc.",United States,,129500.0,0,,,,,,,,129500.0,129500.0,,,,
175,IT project manager,Deputy Program Manager (Technical),ICF,Austin,Texas,194000.0,0,45.7,27.9%,,,,,6365.46,194000.0,194000.0,,88625.46,282625.46,
176,IT project manager,Senior IT Program Manager,GBMC Healthcare,Towson,Maryland,136000.0,0,,,"$1,415.00",17.6,506.7,75.44,,136000.0,136000.0,2806.08,,,138806.08
177,IT project manager,Sr. IT Program Manager,Abbott Laboratories,Abbott Park,Illinois,191000.0,0,,,,,,,,191000.0,191000.0,,,,
178,IT project manager,Senior IT Project Manager,Dutech Systems,Austin,Texas,135000.0,0,45.7,27.9%,,,,,6365.46,135000.0,135000.0,,88625.46,223625.46000000002,
179,IT project manager,Senior Information Technology (IT) Project Manager,Sekon,Reston,Virginia,127000.0,0,,,"$1,257.00",13.97,505.6,86.7,,127000.0,127000.0,2549.16,,,129549.16
180,IT project manager,Sr Business Project Manager,Lowe's,Mooresville,North Carolina,131000.0,0,,,,,,,,131000.0,131000.0,,,,
181,IT project manager,Principal Project Manager PMO,Cotiviti,Remote,,154000.0,1,,,,,,,,154000.0,154000.0,,,,
182,IT project manager,Scrum Master II,Liberty Mutual,Boston,Massachusetts,149000.0,0,53.3,17.0%,"$1,336.00",29.25,401.2,93.6,8589.18,149000.0,149000.0,4282.2,104529.18,253529.18,153282.2
183,IT project manager,Senior Project Manager Technology,"Intercontinental Exchange Holdings, Inc.",Atlanta,Georgia,134000.0,0,33.6,18.9%,,,,,7289.35,134000.0,134000.0,,67769.35,201769.35,
184,IT project manager,Technical Program Manager II,Microsoft,Redmond,Washington,153500.0,0,,,,,,,,153500.0,153500.0,,,,
185,IT project manager,Project Manager/Scrum Master,Electronic Merchant Systems Llc,Cleveland,Ohio,85000.0,0,,,,,,,3936.9,85000.0,85000.0,,,,
186,IT project manager,IT Sr. Project Manager,Consumer Cellular,Scottsdale,Arizona,136500.0,0,,,"$1,097.00",14.46,396.1,75.34,6794.99,136500.0,136500.0,2465.76,,,138965.76
187,IT project manager,Senior Program Manager - Technical,"Red Hat, Inc.",North Carolina,,154000.0,0,,,,,,,,154000.0,154000.0,,,,
188,IT project manager,Senior IT Project Manager,Roswell Park Cancer Institute,Buffalo,New York,140000.0,0,,,,,,,4174.42,140000.0,140000.0,,,,
189,IT project manager,Senior IT Project Manager,"Douglas County, CO",Castle Rock,Colorado,136000.0,0,,,,,,,,136000.0,136000.0,,,,
190,IT project manager,Lead Technology Program Manager,CDK Global,Remote,,132500.0,1,,,,,,,,132500.0,132500.0,,,,
191,IT project manager,Principal Project / Program Manager,Cox Communications,Atlanta,Georgia,175500.0,0,33.6,18.9%,,,,,7289.35,175500.0,175500.0,,67769.35,243269.35,
192,IT project manager,Senior Technical Program Manager - Legal Technology (REMOTE),GEICO,Chevy Chase,Maryland,195000.0,0,,,"$1,415.00",17.6,506.7,75.44,,195000.0,195000.0,2806.08,,,197806.08
193,IT project manager,Principal Program Manager,PG&E Corporation,Oakland,California,189000.0,0,,,,,,,8415.01,189000.0,189000.0,,,,
194,IT project manager,Digital Banking Sr Project Manager,Citizens,Westwood,Massachusetts,96500.0,0,,,"$1,336.00",29.25,401.2,93.6,,96500.0,96500.0,4282.2,,,100782.2
195,IT project manager,Technical Program Manager (AI/ML),Analog Devices,Boston,Massachusetts,183000.0,0,53.3,17.0%,"$1,336.00",29.25,401.2,93.6,8589.18,183000.0,183000.0,4282.2,104529.18,287529.18,187282.2
196,IT project manager,Senior Program Manager,Coinbase,Remote,,181000.0,1,,,,,,,,181000.0,181000.0,,,,
197,IT project manager,Project Management Lead,Caterpillar,Tucson,Arizona,157500.0,0,20.6,16.2%,"$1,097.00",14.46,396.1,75.34,3896.09,157500.0,157500.0,2465.76,40976.09,198476.09,159965.76
198,IT project manager,Senior Technical Program Manager,PayPal,San Jose,California,165500.0,0,,,,,,,8394.62,165500.0,165500.0,,,,
199,IT project manager,Sr Project Mgr (IT),Harris Health System,Houston,Texas,109500.0,0,30.2,24.5%,,,,,5245.46,109500.0,109500.0,,59605.46,169105.46,
200,IT project manager,Principal IS Project Manager,Providence,Idaho,,,0,,,,,,,,,,,,,
201,IT project manager,Senior Program Manager,Thomson Reuters,Eagan,Minnesota,142000.0,0,,,"$1,010.00",14.36,304.2,68.66,,142000.0,142000.0,2374.8,,,144374.8
202,IT project manager,Security Research Technical Program Manager II,Microsoft,United States,,153500.0,0,,,,,,,,153500.0,153500.0,,,,
203,IT project manager,Senior IT Project Manager,Arbella Insurance Group,Quincy,Massachusetts,128500.0,0,,,"$1,336.00",29.25,401.2,93.6,,128500.0,128500.0,4282.2,,,132782.2
204,IT project manager,Remote Deputy Project Manager,"Conduent State & Local Solutions, Inc",Milwaukee,Wisconsin,105000.0,0,20.2,23.9%,,,,,3992.97,105000.0,105000.0,,40352.97,145352.97,
205,IT project manager,Information Technology Analyst (Principal) - Project Manager,Solano County,Fairfield,California,,0,,,,,,,,,,,,,
206,IT project manager,Sr. Technology Implementation Project Manager – AVP,"MUFG Bank, Ltd.",Jersey City,New Jersey,105500.0,0,,,"$1,368.00",17.69,427.8,82.79,10903.23,105500.0,105500.0,2904.0,,,108404.0
207,IT project manager,Principal Technical Program Manager,Microsoft,Redmond,Washington,216000.0,0,,,,,,,,216000.0,216000.0,,,,
208,IT project manager,Technical Project Manager III - Survey Platforms,JPMorganChase,Wilmington,Delaware,101000.0,0,,,"$1,150.00",15.73,469.7,80.66,,101000.0,101000.0,2666.7599999999998,,,103666.76
209,IT project manager,PMO Project Manager (IT-IA-IM PM II) (Government),AT&T,Chantilly,Virginia,129000.0,0,,,"$1,257.00",13.97,505.6,86.7,,129000.0,129000.0,2549.16,,,131549.16
210,IT project manager,Senior Project Manager – SC2025 - SPM,SellersCommerce,Rosemont,Illinois,107000.0,0,,,,,,,,107000.0,107000.0,,,,
211,IT project manager,"Sr. Associate, Security Project Manager",Bayview Asset Management,Coral Gables,Florida,130000.0,0,,,"$1,218.00",15.28,322.3,83.25,,130000.0,130000.0,2649.24,,,132649.24
212,IT project manager,Senior Program Manager – IT,United Airlines,Chicago,Illinois,162000.0,0,27.3,18.8%,,,,,8319.68,162000.0,162000.0,,57459.68,219459.68,
213,IT project manager,"Program Manager, Principal",PG&E Corporation,Oakland,California,189000.0,0,,,,,,,8415.01,189000.0,189000.0,,,,
214,IT project manager,Senior Program Manager - Remote,"Center for Internet Security, Inc.",United States,,174500.0,0,,,,,,,,174500.0,174500.0,,,,
215,IT project manager,"Project Mgr Sr, DDO",Freedom Mortgage,Trenton,New Jersey,92500.0,0,,,"$1,368.00",17.69,427.8,82.79,,92500.0,92500.0,2904.0,,,95404.0
216,IT project manager,SUPV IT PROJECT MANAGER (APPSW/INFOSEC),US National Defense University,Washington,,163500.0,0,41.4,18.5%,,,,,,163500.0,163500.0,,,,
217,IT project manager,Project Manager Lead IS,Reliance Matrix,United States,,139000.0,0,,,,,,,,139000.0,139000.0,,,,
218,IT project manager,Senior IT PMO Analyst,SAIC,Bethesda,Maryland,180000.0,0,,,"$1,415.00",17.6,506.7,75.44,,180000.0,180000.0,2806.08,,,182806.08
219,IT project manager,IT PROJECT MANAGER II (317A12325v2),Infinite Campus,Blaine,Minnesota,109000.0,0,,,"$1,010.00",14.36,304.2,68.66,,109000.0,109000.0,2374.8,,,111374.8
220,IT project manager,Project Manager/Scrum Master,Evoort Solutions,Boston,Massachusetts,128500.0,0,53.3,17.0%,"$1,336.00",29.25,401.2,93.6,8589.18,128500.0,128500.0,4282.2,104529.18,233029.18,132782.2
221,IT project manager,Technical Project/Program Manager III Senior - (E3S),Applied Materials,Austin,Texas,123500.0,0,45.7,27.9%,,,,,6365.46,123500.0,123500.0,,88625.46,212125.46000000002,
222,IT project manager,"Strategic Execution Project Manager II, Senior Associate",JPMorganChase,Newark,Delaware,79000.0,0,,,"$1,150.00",15.73,469.7,80.66,,79000.0,79000.0,2666.7599999999998,,,81666.76
223,IT project manager,Senior Project Manager,HelloGov,Fairfax,Virginia,197500.0,0,,,"$1,257.00",13.97,505.6,86.7,,197500.0,197500.0,2549.16,,,200049.16
224,IT project manager,Senior Inclusive Program Manager,Palo Alto Networks,Santa Clara,California,201000.0,0,,,,,,,,201000.0,201000.0,,,,
225,IT project manager,"Senior Technical Program Manager, AI Security",Amazon.com Services LLC,Austin,Texas,157500.0,0,45.7,27.9%,,,,,6365.46,157500.0,157500.0,,88625.46,246125.46000000002,
226,IT project manager,"Senior Program Manager - Legal, Security & Fraud","8x8, Inc.",North Carolina,,163500.0,0,,,,,,,,163500.0,163500.0,,,,
227,IT project manager,Information Technology Analyst (Principal) - Project Manager,County of Solano,Fairfield,California,142500.0,0,,,,,,,,142500.0,142500.0,,,,
228,IT project manager,Senior IT Project Analyst,GCS Technologies,Austin,Texas,92500.0,0,45.7,27.9%,,,,,6365.46,92500.0,92500.0,,88625.46,181125.46000000002,
229,IT project manager,"Sr. Manager, Agile Coach - Chief Scrum Master",MFS Investment Management,Boston,Massachusetts,133000.0,0,53.3,17.0%,"$1,336.00",29.25,401.2,93.6,8589.18,133000.0,133000.0,4282.2,104529.18,237529.18,137282.2
230,IT project manager,Senior Web Program Manager,SailPoint,United States,,109500.0,0,,,,,,,,109500.0,109500.0,,,,
231,IT project manager,"Senior Technical Program Manager, Global Supplier Technology",Wayfair,Boston,Massachusetts,182000.0,0,53.3,17.0%,"$1,336.00",29.25,401.2,93.6,8589.18,182000.0,182000.0,4282.2,104529.18,286529.18,186282.2
232,IT project manager,TBM Program Manager II,Citizens,Westwood,Massachusetts,175000.0,0,,,"$1,336.00",29.25,401.2,93.6,,175000.0,175000.0,4282.2,,,179282.2
233,IT project manager,M&A Technical Project Manager (Quote to Cash) (3 to 4 Months Project) Remote,Tellus Solutions,Remote,,40000.0,1,,,,,,,,40000.0,40000.0,,,,
234,IT project manager,"Senior Manager, Technical Program Management, Enterprise Cloud and Infrastructure Engineering",Autodesk,Novi,Michigan,187000.0,0,,,,,,,,187000.0,187000.0,,,,
235,IT project manager,Project Manager II (Global experience) - Argentina Home Based,Syneos - Clinical and Corporate - Prod,Remote,,302500.0,1,,,,,,,,302500.0,302500.0,,,,
236,IT project manager,Principal Project Manager - Remote Opportunity,KinderCare Education,Beaverton,Oregon,120500.0,0,,,"$1,173.00",14.23,316.9,72.27,,120500.0,120500.0,2404.08,,,122904.08
237,IT project manager,Sr. IT Infrastructure Technical Delivery Manager,Hyundai Capital America,Newport Beach,California,154000.0,0,,,,,,,,154000.0,154000.0,,,,
238,IT project manager,"Senior Program Manager, E-Commerce",Whole Foods Market,Austin,Texas,106000.0,0,45.7,27.9%,,,,,6365.46,106000.0,106000.0,,88625.46,194625.46000000002,
239,IT project manager,"Senior Project Manager - IS Program Management Office, Hybrid",Dartmouth Hitchcock Medical Center,Lebanon,New Hampshire,93000.0,0,,,,,,,,93000.0,93000.0,,,,
240,IT project manager,Sr. IT Project Manager - Commercial and Engineering,"Sensata Technologies, Inc.",Attleboro,Massachusetts,127000.0,0,,,"$1,336.00",29.25,401.2,93.6,,127000.0,127000.0,4282.2,,,131282.2
241,IT project manager,Lead Technical Program Manager - Cloud and Identity Access Management,JPMorganChase,Plano,Texas,127000.0,0,,,,,,,7098.23,127000.0,127000.0,,,,
242,IT project manager,"Technical Program Manager III, Video Infrastructure, YouTube",YouTube,Cambridge,Massachusetts,176500.0,0,,,"$1,336.00",29.25,401.2,93.6,,176500.0,176500.0,4282.2,,,180782.2
243,IT project manager,Lead Technology Coach - Agile,Lowe's,Charlotte,North Carolina,162000.0,0,34.9,17.5%,,,,,5658.26,162000.0,162000.0,,68478.26,230478.26,
244,IT project manager,2025 University Graduate - Technical Program Mgr (TPM),Applied Materials,Santa Clara,California,95000.0,0,,,,,,,,95000.0,95000.0,,,,
245,IT project manager,IT Project Tech Lead - C13 - CHARLOTTE - Hybrid,Citi,Charlotte,North Carolina,146500.0,0,34.9,17.5%,,,,,5658.26,146500.0,146500.0,,68478.26,214978.26,
246,IT project manager,Senior Project Manager,Just Global,Remote,,89000.0,1,,,,,,,,89000.0,89000.0,,,,
247,IT project manager,Senior IT Project Manager and Agile Coach,Airgas,Radnor,Pennsylvania,136000.0,0,,,$958.00,17.02,430.8,84.33,,136000.0,136000.0,2850.12,,,138850.12
248,IT project manager,Lead Technical Program Manager - Payment Platform Technology (Hybrid/Onsite),Visa,Austin,Texas,197000.0,0,45.7,27.9%,,,,,6365.46,197000.0,197000.0,,88625.46,285625.46,
249,IT project manager,"Associate Project Manager - Washington, D.C",Stryker,Washington,,81500.0,0,41.4,18.5%,,,,,,81500.0,81500.0,,,,
250,IT project manager,Sr Principal Enterprise Services IT Program Manager-Active Secret Clearance Required,Northrop Grumman,Baltimore,Maryland,164000.0,0,26.7,20.3%,"$1,415.00",17.6,506.7,75.44,6001.22,164000.0,164000.0,2806.08,54061.22,218061.22,166806.08
251,IT project manager,Senior Information Technology Project Manager,"VENESCO, LLC",Washington,,137500.0,0,41.4,18.5%,,,,,,137500.0,137500.0,,,,
252,IT project manager,Senior Project Manager,Abbott Laboratories,Alameda,California,192000.0,0,,,,,,,,192000.0,192000.0,,,,
253,IT project manager,"Senior Program Manager, Hardware",Fortune Brands,Deerfield,Illinois,140000.0,0,,,,,,,,140000.0,140000.0,,,,
254,IT project manager,Senior IT Project Manager- Global Support Organization (GSO),"Sensata Technologies, Inc.",Attleboro,Massachusetts,122000.0,0,,,"$1,336.00",29.25,401.2,93.6,,122000.0,122000.0,4282.2,,,126282.2
255,IT project manager,Staff Design Program Manager - Platform,Netflix,Remote,,317500.0,1,,,,,,,,317500.0,317500.0,,,,
256,IT project manager,Master Project Manager / Scrum Master (Enterprise Data),Erie Insurance,Erie,Pennsylvania,126500.0,0,,,$958.00,17.02,430.8,84.33,,126500.0,126500.0,2850.12,,,129350.12
257,IT project manager,Strategic Project Manager III,Jack Henry & Associates,United States,,105000.0,0,,,,,,,,105000.0,105000.0,,,,
258,IT project manager,ServiceNow Project Manager/Release Manager,"Revolution Technologies, LLC",Cary,North Carolina,,0,,,,,,,8023.79,,,,,,
259,IT project manager,"IT, Project Manager 3",Yale University,New Haven,Connecticut,107000.0,0,,,"$1,201.00",29.52,314.6,72.47,,107000.0,107000.0,4057.7999999999997,,,111057.8
260,IT project manager,Technical Project Leader - Tactical RF/GPS Solutions,"General Dynamics Mission Systems, Inc",Fort Wayne,Indiana,157000.0,0,16.2,22.7%,,,,,3992.84,157000.0,157000.0,,33152.84,190152.84,
261,IT project manager,Senior IT Project Manager,ManTech,Herndon,Virginia,149000.0,0,,,"$1,257.00",13.97,505.6,86.7,,149000.0,149000.0,2549.16,,,151549.16
262,IT project manager,Senior Project Manager - Research,Mayo Clinic,Rochester,Minnesota,133500.0,0,,,"$1,010.00",14.36,304.2,68.66,,133500.0,133500.0,2374.8,,,135874.8
263,IT project manager,Senior IT Project Manager,Astreya Partners,San Ramon,California,149000.0,0,,,,,,,,149000.0,149000.0,,,,
264,IT project manager,Senior IT Project Manager,Client,Omaha,Nebraska,30000.0,0,,,,,,,4094.4,30000.0,30000.0,,,,
265,IT project manager,"Senior Program Manager, Managed Services",Rapid7,Austin,Texas,143000.0,0,45.7,27.9%,,,,,6365.46,143000.0,143000.0,,88625.46,231625.46000000002,
266,IT project manager,Senior Project Manager,Bounteous,Ann Arbor,Michigan,97500.0,0,,,,,,,,97500.0,97500.0,,,,
267,IT project manager,Project Manager Scrum Master,CoreSite,Denver,Colorado,102500.0,0,31.1,24.7%,,,,,6740.21,102500.0,102500.0,,62720.21,165220.21,
268,IT project manager,Senior IT Project Manager,Eclerx,Miami,Florida,147500.0,0,54.4,15.2%,"$1,218.00",15.28,322.3,83.25,4541.57,147500.0,147500.0,2649.24,102461.57,249961.57,150149.24
269,IT project manager,Senior Agile Project Manager,University of Colorado Boulder,Boulder,Colorado,94500.0,0,,,,,,,,94500.0,94500.0,,,,
270,IT project manager,Project Manager/Scrum Master (Onsite/Hybrid),Florida Peninsula Insurance Company,Boca Raton,Florida,103000.0,0,,,"$1,218.00",15.28,322.3,83.25,,103000.0,103000.0,2649.24,,,105649.24
271,IT project manager,Program Manager Tech 2 - Support Services (Hybrid - Seattle),Nordstrom Inc,Seattle,Washington,146000.0,0,36.2,26.3%,,,,,10361.54,146000.0,146000.0,,75521.54000000001,221521.54,
272,IT project manager,IT Project Manager II - (Center of Innovation),Houston Methodist,Houston,Texas,101500.0,0,30.2,24.5%,,,,,5245.46,101500.0,101500.0,,59605.46,161105.46,
273,IT project manager,Senior IT Project Manager,Brinks Home,Farmers Branch,Texas,114000.0,0,,,,,,,,114000.0,114000.0,,,,
274,IT project manager,Staff IT Project Manager,ManTech,Herndon,Virginia,124500.0,0,,,"$1,257.00",13.97,505.6,86.7,,124500.0,124500.0,2549.16,,,127049.16
275,IT project manager,Service Desk Deputy Program Manager - Active Top Secret required,General Dynamics Information Technology,Washington,,130500.0,0,41.4,18.5%,,,,,,130500.0,130500.0,,,,
276,IT project manager,Senior Scrum Master | Hybrid Onsite,Wolters Kluwer,Coppell,Texas,116000.0,0,,,,,,,,116000.0,116000.0,,,,
277,IT project manager,"Sr. Technical Program Manager, Data Platform",hims & hers,San Francisco,California,177500.0,0,70.6,28.8%,,,,,12650.66,177500.0,177500.0,,139730.66,317230.66000000003,
278,IT project manager,Senior Information Technology (IT) Project Manager,University of Rhode Island,Kingston,Rhode Island,107500.0,0,,,,,,,,107500.0,107500.0,,,,
279,IT project manager,Senior Services Manager - Digital Project Management,GE Vernova,Melbourne,Florida,137500.0,0,,,"$1,218.00",15.28,322.3,83.25,,137500.0,137500.0,2649.24,,,140149.24
280,IT project manager,Sr. Strategic Project Manager,FIS Global,Brown Deer,Wisconsin,141000.0,0,,,,,,,,141000.0,141000.0,,,,
281,IT project manager,"Lead Program Manager, Managed Services",Rapid7,Austin,Texas,153500.0,0,45.7,27.9%,,,,,6365.46,153500.0,153500.0,,88625.46,242125.46000000002,
282,IT project manager,Sr. Engineering Program Manager - Apple Services Engineering,Apple,Cupertino,California,230000.0,0,,,,,,,,230000.0,230000.0,,,,
283,IT project manager,Principal Technical Program Manager,Solvus Global,Worcester,Massachusetts,170000.0,0,,,"$1,336.00",29.25,401.2,93.6,5238.08,170000.0,170000.0,4282.2,,,174282.2
284,IT project manager,Technical Project Manager 2,Public Consulting Group,United States,,155000.0,0,,,,,,,,155000.0,155000.0,,,,
285,IT project manager,Sr. Project/Program Manager – IT Infrastructure,Owens & Minor Medical Inc.,Denver,Colorado,129500.0,0,31.1,24.7%,,,,,6740.21,129500.0,129500.0,,62720.21,192220.21,
286,IT project manager,IT Business Lead Analyst/Project Manager - C13 - JERSEY CITY/NEW YORK,Citi,Jersey City,New Jersey,162500.0,0,,,"$1,368.00",17.69,427.8,82.79,10903.23,162500.0,162500.0,2904.0,,,165404.0
287,IT project manager,Senior Technical Program Manager,Solvus Global,Worcester,Massachusetts,130000.0,0,,,"$1,336.00",29.25,401.2,93.6,5238.08,130000.0,130000.0,4282.2,,,134282.2
288,IT project manager,Sr Scrum Master,Solar Turbines,San Diego,California,150000.0,0,43.3,18.8%,,,,,6210.03,150000.0,150000.0,,84150.03,234150.03,
289,IT project manager,Sr Program Manager - Sales Technology,Paypal,Austin,Texas,165500.0,0,45.7,27.9%,,,,,6365.46,165500.0,165500.0,,88625.46,254125.46000000002,
290,IT project manager,IT Project Manager II,University of Maryland Medical System,Columbia,Maryland,,0,,,"$1,415.00",17.6,506.7,75.44,,,,2806.08,,,
291,IT project manager,"Senior Manager, Technology Project/Program Management",Clayton Careers,Maryville,Tennessee,103000.0,0,,,,,,,,103000.0,103000.0,,,,
292,IT project manager,IT Project Manager and Business Analyst I,"iRadio, University of Houston-Downtown",Houston,Texas,73000.0,0,30.2,24.5%,,,,,5245.46,73000.0,73000.0,,59605.46,132605.46,
293,IT project manager,"Engineering Program Manager, Data Engineering, Apple Services Engineering",Apple,Seattle,Washington,218000.0,0,36.2,26.3%,,,,,10361.54,218000.0,218000.0,,75521.54000000001,293521.54000000004,
294,IT project manager,Sr. Project Manager - Strategic Operations,Lenovo,Morrisville,North Carolina,115500.0,0,,,,,,,,115500.0,115500.0,,,,
295,IT project manager,Senior Technical Project Manager,Chetu Inc.,Sunrise,Florida,100000.0,0,,,"$1,218.00",15.28,322.3,83.25,,100000.0,100000.0,2649.24,,,102649.24
296,IT project manager,"Sr Manager, Agile Operations",Lowe's,Charlotte,North Carolina,127000.0,0,34.9,17.5%,,,,,5658.26,127000.0,127000.0,,68478.26,195478.26,
297,IT project manager,Associate IT Project Manager,Brinks Home,Farmers Branch,Texas,86500.0,0,,,,,,,,86500.0,86500.0,,,,
298,IT project manager,Senior Project Manager - PMO,City of Sunnyvale,Sunnyvale,California,150000.0,0,,,,,,,10354.08,150000.0,150000.0,,,,
299,IT project manager,Lead Technical Project Manager,Uplight,United States,,140000.0,0,,,,,,,,140000.0,140000.0,,,,
300,IT project manager,"Senior Project Manager, IT",Chicago Transit Authority,Chicago,Illinois,130000.0,0,27.3,18.8%,,,,,8319.68,130000.0,130000.0,,57459.68,187459.68,
301,IT project manager,"IT Senior Project Manager-CGS Administrators, LLC (Nashville, TN)",BlueCross BlueShield of South Carolina,Nashville,Tennessee,91500.0,0,31.4,17.5%,,,,,5088.14,91500.0,91500.0,,61608.14,153108.14,
302,IT project manager,Capabilities Requirements Manager,PLEXSYS,Camas,Washington,162000.0,0,,,,,,,,162000.0,162000.0,,,,
303,IT project manager,Technology Project Manager II,Capital Metro,Austin,Texas,88500.0,0,45.7,27.9%,,,,,6365.46,88500.0,88500.0,,88625.46,177125.46000000002,
304,IT project manager,"Senior Client Project Manager, Government",Thomson Reuters,Ann Arbor,Michigan,142000.0,0,,,,,,,,142000.0,142000.0,,,,
305,IT project manager,Technology Project Manager Sr,COUNTRY Financial,Bloomington,Illinois,111500.0,0,,,,,,,,111500.0,111500.0,,,,
306,IT project manager,"Sr Program Manager, Worldwide Operations",Palo Alto Networks,Santa Clara,California,139500.0,0,,,,,,,,139500.0,139500.0,,,,
307,IT project manager,Sr Project Manager,BAXTER,Deerfield,Illinois,152000.0,0,,,,,,,,152000.0,152000.0,,,,
308,IT project manager,"Lead Program Manager, Managed Services",Rapid7,Boston,Massachusetts,165500.0,0,53.3,17.0%,"$1,336.00",29.25,401.2,93.6,8589.18,165500.0,165500.0,4282.2,104529.18,270029.18,169782.2
309,IT project manager,Senior Project Manager,Enterra Solutions,Princeton,New Jersey,120000.0,0,,,"$1,368.00",17.69,427.8,82.79,,120000.0,120000.0,2904.0,,,122904.0
310,IT project manager,Engineering Project Lead,CACI,McLean,Virginia,159500.0,0,,,"$1,257.00",13.97,505.6,86.7,,159500.0,159500.0,2549.16,,,162049.16
311,IT project manager,Technical Project Manager 3,Comcast Corporation,Philadelphia,Pennsylvania,108500.0,0,30.8,19.4%,$958.00,17.02,430.8,84.33,6843.04,108500.0,108500.0,2850.12,62283.04,170783.04,111350.12
312,IT project manager,Technical Project Manager 3,Choice Hotels,Scottsdale,Arizona,107500.0,0,,,"$1,097.00",14.46,396.1,75.34,6794.99,107500.0,107500.0,2465.76,,,109965.76
313,IT project manager,Senior IT Project Manager,Barnard College,United States,,112500.0,0,,,,,,,,112500.0,112500.0,,,,
314,IT project manager,Sr Project Manager,Integra LifeSciences,Plainsboro,New Jersey,119000.0,0,,,"$1,368.00",17.69,427.8,82.79,,119000.0,119000.0,2904.0,,,121904.0
315,IT project manager,"Senior Mgr, ACS Program Management (NonTech)",Adobe,Lehi,Utah,191000.0,0,,,"$1,090.00",10.99,314.1,69.01,,191000.0,191000.0,2015.0400000000002,,,193015.04
316,IT project manager,IT Project Portfolio Management Associate,Hyundai Capital America,Newport Beach,California,80000.0,0,,,,,,,,80000.0,80000.0,,,,
317,IT project manager,Senior Medical Device Software Project Manager,"Draeger Medical Systems, Inc.",Andover,Massachusetts,96000.0,0,,,"$1,336.00",29.25,401.2,93.6,,96000.0,96000.0,4282.2,,,100282.2
318,IT project manager,"Technical Program Manager III, Video Infrastructure, YouTube",YouTube,Mountain View,California,176500.0,0,,,,,,,,176500.0,176500.0,,,,
319,IT project manager,Senior Project Manager,Huntington Bank,Columbus,Ohio,106500.0,0,21.7,15.5%,,,,,4562.82,106500.0,106500.0,,43622.82,150122.82,
320,IT project manager,Senior GMP IT Project Manager,Regeneron,Troy,New York,151500.0,0,,,,,,,,151500.0,151500.0,,,,
321,IT project manager,IT Program Manager/Business Development Manager,Upskilled Evolution,Anchorage,Alaska,135000.0,0,,,"$1,240.00",22.88,285.1,103.73,4845.27,135000.0,135000.0,3715.8,,,138715.8
322,IT project manager,IT Project Manager II,Clayton Careers,Maryville,Tennessee,86500.0,0,,,,,,,,86500.0,86500.0,,,,
323,IT project manager,Associate Project Manager (Remote),Etna Interactive,Arizona,,64500.0,0,,,,,,,,64500.0,64500.0,,,,
324,IT project manager,Senior Technical Program Manager,Hewlett Packard Enterprise,San Jose,California,168500.0,0,,,,,,,8394.62,168500.0,168500.0,,,,
325,IT project manager,Senior SAP Project Manager,Refresco,Tampa,Florida,135000.0,0,,,"$1,218.00",15.28,322.3,83.25,5623.94,135000.0,135000.0,2649.24,,,137649.24
326,IT project manager,Program/Project II Manager,First Division Consulting,Philadelphia,Pennsylvania,101500.0,0,30.8,19.4%,$958.00,17.02,430.8,84.33,6843.04,101500.0,101500.0,2850.12,62283.04,163783.04,104350.12
327,IT project manager,Project Manager 2,NFF Inc,Washington,,115000.0,0,41.4,18.5%,,,,,,115000.0,115000.0,,,,
328,IT project manager,IT Project Manager Sr/ Specialist,State of Washington Office of the Secretary of State,Olympia,Washington,111000.0,0,,,,,,,,111000.0,111000.0,,,,
