,Keyword,Company,Job_title,Location,salary,post_date,Experience,Mean_Salary,Remote,City/County,State,Cleaned_Salary
598,IT project manager,CulinArt Sector,Sr. Project Manager - New York,United States,$100K - $120K (Employer est.),15d,Mid-level,110000.0,0,United States,Unknown,110.0
599,IT project manager,Watermark Risk Management International,"IT Project Manager, Sr.","Quantico, VA",$73K - $109K (Glassdoor est.),30d+,Mid-level,91000.0,0,Quantico,VA,91.0
600,IT project manager,ABA Centers of America,Senior IT Project Manager,"Fort Lauderdale, FL",$115K - $130K (Employer est.),10d,Mid-level,122500.0,0,Fort Lauderdale,FL,122.5
601,IT project manager,The University of Pittsburgh,Project Manager II,"Pittsburgh, PA",$85K - $114K (Glassdoor est.),30d+,Mid-level,99500.0,0,Pittsburgh,PA,99.5
602,IT project manager,Motorola Solutions,Senior Project Manager,"Chicago, IL",$100K - $165K (Employer est.),30d+,Mid-level,132500.0,0,Chicago,IL,132.5
603,IT project manager,Combined Insurance,"Project Manager, Sr","Chicago, IL",$108K - $140K (Employer est.),24h,Mid-level,124000.0,0,Chicago,IL,124.0
604,IT project manager,"Red Hat, Inc.",Senior Project Manager - Technical,"Raleigh, NC",$111K - $184K (Employer est.),30d+,Mid-level,147500.0,0,Raleigh,NC,147.5
605,IT project manager,Public Consulting Group,Sr Project Manager,United States,$85K - $110K (Employer est.),23d,Mid-level,97500.0,0,United States,Unknown,97.5
607,IT project manager,ManTech,Staff IT Project Manager,"Stennis Space Center, MS",$102K - $131K (Glassdoor est.),18d,Mid-level,116500.0,0,Stennis Space Center,MS,116.5
609,IT project manager,Jobility Talents Solution Company,Senior Program Manager,New Jersey,$60.00 Per Hour (Employer est.),24h,Mid-level,30000.0,0,New Jersey,Unknown,30.0
611,IT project manager,Connection,Sr Program Manager,"Merrimack, NH",$133K - $173K (Employer est.),30d+,Mid-level,153000.0,0,Merrimack,NH,153.0
613,IT project manager,Applied Materials,Program Manager- Product Regulatory Compliance V (E5),"Austin, TX",$144K - $198K (Employer est.),3d,Mid-level,171000.0,0,Austin,TX,171.0
614,IT project manager,Hitachi,Senior Project Manager,"Mount Pleasant, PA",$116K - $169K (Glassdoor est.),22d,Mid-level,142500.0,0,Mount Pleasant,PA,142.5
615,IT project manager,"DirectViz Solutions, LLC",Deputy Project Manager,"Kearneysville, WV",$90K - $130K (Glassdoor est.),24h,Mid-level,110000.0,0,Kearneysville,WV,110.0
616,IT project manager,Ideagen,Senior Project Manager,"Tampa, FL",$83K - $122K (Glassdoor est.),30d+,Mid-level,102500.0,0,Tampa,FL,102.5
617,IT project manager,Global Payment Holding Company,Senior Project Manager,"Tempe, AZ",$81K - $117K (Glassdoor est.),24h,Mid-level,99000.0,0,Tempe,AZ,99.0
618,IT project manager,The University of Chicago,Senior Project Manager,"Chicago, IL",$135K - $145K (Employer est.),17d,Mid-level,140000.0,0,Chicago,IL,140.0
619,IT project manager,Techolution,Sr Program Manager,"Ridgewood, NJ",$138K - $185K (Glassdoor est.),3d,Mid-level,161500.0,0,Ridgewood,NJ,161.5
620,IT project manager,"Signature Performance, Inc",Project Manager III,United States,$135K - $150K (Employer est.),30d,Mid-level,142500.0,0,United States,Unknown,142.5
621,IT project manager,Genentech,Senior Project Manager (Contractor),"Hillsboro, OR",$60.00 - $70.00 Per Hour (Employer est.),24h,Mid-level,,0,Hillsboro,OR,
622,IT project manager,University of Oklahoma,Senior Project Manager,"Oklahoma City, OK",$87K (Employer est.),25d,Mid-level,87000.0,0,Oklahoma City,OK,87.0
624,IT project manager,National Life Group,Senior Project Manager,"Montpelier, VT",$103K - $192K (Employer est.),30d+,Mid-level,147500.0,0,Montpelier,VT,147.5
625,IT project manager,Calance,Scrum Master/Project Manager,"Greensboro, NC",$100K (Employer est.),24h,Mid-level,100000.0,0,Greensboro,NC,100.0
626,IT project manager,Fractal Analytics,Senior Program Manager,Ohio,$150K - $245K (Employer est.),14d,Mid-level,197500.0,0,Ohio,Unknown,197.5
627,IT project manager,Expedia Group,Senior Technical Program Manager,"Seattle, WA",$173K - $277K (Employer est.),6d,Mid-level,225000.0,0,Seattle,WA,225.0
628,IT project manager,Hawaii Medical Service Association,Senior Solutions Delivery Manager,"Honolulu, HI",$100K - $207K (Employer est.),24h,Mid-level,153500.0,0,Honolulu,HI,153.5
629,IT project manager,"CE Wilson Consulting, LLC","IT Project Manager 2 (Independent Contractor - Full-time - Hybrid - Phoenix, AZ)","Phoenix, AZ",$62K - $97K (Glassdoor est.),30d+,Mid-level,79500.0,0,Phoenix,AZ,79.5
630,IT project manager,hims & hers,"Sr. Technical Program Manager, Growth Engineering","San Francisco, CA",$170K - $185K (Employer est.),10d,Mid-level,177500.0,0,San Francisco,CA,177.5
631,IT project manager,Information Technology Senior Management Forum,Sr. IT Program Manager,"Abbott, TX",$127K - $255K (Employer est.),8d,Mid-level,191000.0,0,Abbott,TX,191.0
632,IT project manager,Rivian,"Sr. Staff Technical Program Manager, Software","Palo Alto, CA",$213K - $266K (Employer est.),30d+,Mid-level,239500.0,0,Palo Alto,CA,239.5
633,IT project manager,"Karmak, Inc.",Senior Technical Project Manager,"Carlinville, IL",$100K - $130K (Employer est.),27d,Mid-level,115000.0,0,Carlinville,IL,115.0
634,IT project manager,Kaiser Permanente,Project Manager V,"Oakland, CA",$158K - $190K (Employer est.),8d,Mid-level,174000.0,0,Oakland,CA,174.0
635,IT project manager,Western Governors University,Project Manager V,"Salt Lake City, UT",$119K - $185K (Employer est.),6d,Mid-level,152000.0,0,Salt Lake City,UT,152.0
636,IT project manager,Marken,IT PM / PMO LEAD,"Durham, NC",$114K - $164K (Glassdoor est.),15d,Mid-level,139000.0,0,Durham,NC,139.0
637,IT project manager,Michael Foods Inc.,Sr. IT Project Manager,"Hopkins, MN",$90K - $126K (Glassdoor est.),20d,Mid-level,108000.0,0,Hopkins,MN,108.0
638,IT project manager,"Universal Health Services, Inc. - Corporate Office",Senior Project Management Analyst - Healthcare IT,"King of Prussia, PA",$79K - $111K (Glassdoor est.),30d+,Mid-level,95000.0,0,King of Prussia,PA,95.0
639,IT project manager,University of Florida,IT PROJECT MANAGER 2,"Gainesville, FL",$75K - $90K (Employer est.),30d+,Mid-level,82500.0,0,Gainesville,FL,82.5
640,IT project manager,Apple,"Senior Manager, Engineering Program Managment","Sunnyvale, CA",$173K - $301K (Employer est.),29d,Mid-level,237000.0,0,Sunnyvale,CA,237.0
641,IT project manager,Alston & Bird,Senior Technology Project Manager,"Atlanta, GA",$83K - $120K (Glassdoor est.),30d,Mid-level,101500.0,0,Atlanta,GA,101.5
642,IT project manager,Expeditors,"Project Manager III (Scrum Master) - TWMS, IS Operational Experience","Seattle, WA",$90K - $140K (Employer est.),7d,Mid-level,115000.0,0,Seattle,WA,115.0
645,IT project manager,"Purisolve, Inc.",Non-Technical Project Manager II,"Washington, DC",$107K - $144K (Glassdoor est.),14d,Mid-level,125500.0,0,Washington,DC,125.5
646,IT project manager,Anchorage School District,Technology Project Manager II,"Anchorage, AK",$78K - $102K (Employer est.),30d+,Mid-level,90000.0,0,Anchorage,AK,90.0
648,IT project manager,Expeditors,"Project Manager II (Scrum Master) - TWMS, IS Operational Experience","Seattle, WA",$80K - $125K (Employer est.),7d,Mid-level,102500.0,0,Seattle,WA,102.5
649,IT project manager,Technoviz LLC,Project Manager II,"Madison, WI",$60.00 Per Hour (Employer est.),24h,Mid-level,30000.0,0,Madison,WI,30.0
650,IT project manager,Erlanger Health System,IT - Senior Project Manager - Full Time,"Chattanooga, TN",$82K - $123K (Glassdoor est.),24h,Mid-level,102500.0,0,Chattanooga,TN,102.5
651,IT project manager,Autodesk,"Senior Technical Program Manager, AEC Solutions","San Francisco, CA",$130K - $210K (Employer est.),13d,Mid-level,170000.0,0,San Francisco,CA,170.0
652,IT project manager,Sekon,Subject Matter Expert (SME) Information Technology (IT) Project Manager,"Reston, VA",$104K - $153K (Glassdoor est.),2d,Mid-level,128500.0,0,Reston,VA,128.5
653,IT project manager,Novanta,"Senior Program Manager, Information Technology","Bedford, MA",$133K - $184K (Glassdoor est.),30d+,Mid-level,158500.0,0,Bedford,MA,158.5
654,IT project manager,Palo Alto Networks,"Sr Manager, Technical Program Management (NetSec)","Santa Clara, CA",$205K - $244K (Employer est.),14d,Mid-level,224500.0,0,Santa Clara,CA,224.5
656,IT project manager,Nuvance Health,Senior Project Manager,"Danbury, CT",$40.43 - $75.10 Per Hour (Employer est.),30d+,Mid-level,,0,Danbury,CT,
657,IT project manager,Camping World,Senior IT Infrastructure Project Manager,"Chicago, IL",$98K - $148K (Employer est.),30d+,Mid-level,123000.0,0,Chicago,IL,123.0
658,IT project manager,Tek-Pal,Senior Project Manager,"Atlanta, GA",$160.00 - $180.00 Per Hour (Employer est.),24h,Mid-level,,0,Atlanta,GA,
659,IT project manager,Accertify,Senior Project Manager,"Itasca, IL",$120K - $145K (Employer est.),24h,Mid-level,132500.0,0,Itasca,IL,132.5
660,IT project manager,GE Vernova,Sr Staff Technical Project Manager – eCommerce,"Greenville, SC",$117K - $194K (Employer est.),17d,Mid-level,155500.0,0,Greenville,SC,155.5
661,IT project manager,State of New Mexico,IT Project Manager II (SOS #10117236),"Santa Fe, NM",$38.44 - $61.50 Per Hour (Employer est.),27d,Mid-level,,0,Santa Fe,NM,
662,IT project manager,Equisoft,Senior Program Manager,"Philadelphia, PA",$134K - $174K (Glassdoor est.),3d,Mid-level,154000.0,0,Philadelphia,PA,154.0
663,IT project manager,The Cigna Group,IT Project Management Senior Advisor- Hybrid,"Atlanta, GA",$77K - $123K (Glassdoor est.),30d+,Mid-level,100000.0,0,Atlanta,GA,100.0
664,IT project manager,"Amazon Data Services, Inc.","Data Center Project Manager II, Critical Projects Implementation","Ashburn, VA",$104K - $144K (Glassdoor est.),30d+,Mid-level,124000.0,0,Ashburn,VA,124.0
665,IT project manager,Oracle,Program Manager 4-ProdDev,"Nashville, TN",$105K - $157K (Glassdoor est.),24h,Mid-level,131000.0,0,Nashville,TN,131.0
666,IT project manager,Business Staffing Solution,Project Manager/Consultant,"San Juan, PR",$62K - $83K (Employer est.),30d+,Mid-level,72500.0,0,San Juan,PR,72.5
667,IT project manager,"Transcore, LP",Sr Project Manager,"Union, NJ",$110K - $146K (Glassdoor est.),24h,Mid-level,128000.0,0,Union,NJ,128.0
669,IT project manager,The Hanover Insurance Group,Sr Project Manager,"Worcester, MA",$95K - $132K (Glassdoor est.),8d,Mid-level,113500.0,0,Worcester,MA,113.5
670,IT project manager,CallMiner,Project Manager II,"Waltham, MA",$98K - $131K (Glassdoor est.),30d+,Mid-level,114500.0,0,Waltham,MA,114.5
672,IT project manager,Benesch Law,Sr. IT Project Manager,"Cleveland, OH",$99K - $133K (Glassdoor est.),8d,Mid-level,116000.0,0,Cleveland,OH,116.0
673,IT project manager,Booz Allen,"Project Manager, Lead","Adelphi, MD",$85K - $193K (Employer est.),14d,Mid-level,139000.0,0,Adelphi,MD,139.0
674,IT project manager,Cardone Ventures LLC,Project Manager Lead,"Scottsdale, AZ",$100K - $115K (Employer est.),13d,Mid-level,107500.0,0,Scottsdale,AZ,107.5
675,IT project manager,Tesla,"Sr. Technical Program Manager, Test Systems Engineering","Palo Alto, CA",$88K - $186K (Employer est.),30d+,Mid-level,137000.0,0,Palo Alto,CA,137.0
676,IT project manager,Columbia University,Senior Program Manager,"New York, NY",$110K (Employer est.),30d+,Mid-level,110000.0,0,New York,NY,110.0
678,IT project manager,Palomar Health,IT Project Manager II,"Escondido, CA",$93K - $125K (Glassdoor est.),15d,Mid-level,109000.0,0,Escondido,CA,109.0
679,IT project manager,Cetera Financial Group,Technical Project Manager/ Sr. Project Coordinator,"San Diego, CA",$120K - $150K (Employer est.),10d,Mid-level,135000.0,0,San Diego,CA,135.0
680,IT project manager,Amazon.com Services LLC,2025 MBA/Master's Level Opportunity - Sr. Program Manager Full-Time (United States),"Seattle, WA",$115K - $185K (Employer est.),30d+,Mid-level,150000.0,0,Seattle,WA,150.0
682,IT project manager,Sotera Health,Sr. XBU Project Manager,"Oak Brook, IL",$83K - $124K (Glassdoor est.),30d+,Mid-level,103500.0,0,Oak Brook,IL,103.5
683,IT project manager,Experlogix,Sr. Program Manager,"South Jordan, UT",$91K - $140K (Glassdoor est.),9d,Mid-level,115500.0,0,South Jordan,UT,115.5
684,IT project manager,Starkey Laboratories,Project Manager II - Enterprise PMO,"Eden Prairie, MN",$94K - $137K (Employer est.),30d+,Mid-level,115500.0,0,Eden Prairie,MN,115.5
686,IT project manager,agencyQ,Associate Project Manager,"Bethesda, MD",$85K - $105K (Employer est.),30d+,Mid-level,95000.0,0,Bethesda,MD,95.0
687,IT project manager,NBCUniversal,Staff Technical Project Manager,"Englewood Cliffs, NJ",$120K - $160K (Employer est.),7d,Mid-level,140000.0,0,Englewood Cliffs,NJ,140.0
688,IT project manager,EvergreenHealth,Sr. Epic Technical Project Manager,"Kirkland, WA",$121K - $193K (Employer est.),24d,Mid-level,157000.0,0,Kirkland,WA,157.0
689,IT project manager,Emporia Energy,Program Manager Lead,"Boulder, CO",$150K - $175K (Employer est.),13d,Mid-level,162500.0,0,Boulder,CO,162.5
691,IT project manager,YouTube,"Technical Program Manager Lead, OTT, YouTube","San Bruno, CA",$214K - $305K (Employer est.),15d,Mid-level,259500.0,0,San Bruno,CA,259.5
692,IT project manager,Bethpage Federal Credit Union,Project Manager II,"Bethpage, NY",$92K - $111K (Employer est.),30d,Mid-level,101500.0,0,Bethpage,NY,101.5
694,IT project manager,Zones,Project Manager II,"San Francisco, CA",$85K - $110K (Employer est.),30d+,Mid-level,97500.0,0,San Francisco,CA,97.5
695,IT project manager,Navy Federal Credit Union,DoD SkillBridge Fellowship - MSO- Program Manager III,"Vienna, VA",$111K - $163K (Employer est.),30d,Mid-level,137000.0,0,Vienna,VA,137.0
696,IT project manager,Pentair,"Sr. Project Manager, IoT Products","Apex, NC",$96K - $177K (Employer est.),17d,Mid-level,136500.0,0,Apex,NC,136.5
697,IT project manager,Amazon.com Services LLC,"Program Manager II, Regional Fleet Management","Honolulu, HI",$67K - $143K (Employer est.),30d+,Mid-level,105000.0,0,Honolulu,HI,105.0
698,IT project manager,University of Missouri Health Care,"PROJECT MANAGER II, HEALTH SYSTEM","Columbia, MO",$79K - $128K (Employer est.),30d+,Mid-level,103500.0,0,Columbia,MO,103.5
701,IT project manager,"SelectQuote, Inc.",Enterprise Project Manager III,"Overland Park, KS",$90K - $105K (Employer est.),14d,Mid-level,97500.0,0,Overland Park,KS,97.5
702,IT project manager,Accolite Digitial,Senior Project Manager,"Ann Arbor, MI",$85K - $110K (Employer est.),9d,Mid-level,97500.0,0,Ann Arbor,MI,97.5
705,IT project manager,General Dynamics Information Technology,Senior Capture Director Intelligence and Homeland Security,"Herndon, VA",$213K - $288K (Employer est.),30d+,Senior-level,250500.0,0,Herndon,VA,250.5
706,IT project manager,Model N,"Associate Director, Project Manager",Remote,$146K - $156K (Employer est.),30d+,Senior-level,151000.0,1,Remote,Unknown,151.0
708,IT project manager,Sam Houston State University,Director of IT Project Management,"Huntsville, TX",$86K - $126K (Glassdoor est.),30d+,Senior-level,106000.0,0,Huntsville,TX,106.0
710,IT project manager,Clinica Sierra Vista,"Director, Project Management - Kern","Bakersfield, CA",$115K - $177K (Employer est.),2d,Senior-level,146000.0,0,Bakersfield,CA,146.0
711,IT project manager,Orveon Global US LLC,Director of IT Project Management Office,"Columbus, OH",$96K - $140K (Glassdoor est.),30d+,Senior-level,118000.0,0,Columbus,OH,118.0
712,IT project manager,Welfare Research Inc. d/b/a WRI Solutions,Assistant Director of IT Project Management,Long Island-Queens,$120K - $140K (Employer est.),30d+,Senior-level,130000.0,0,Long Island-Queens,Unknown,130.0
713,IT project manager,American Endowment Foundation,"Associate Director, Project Manager","Hudson, OH",$61K - $88K (Glassdoor est.),24h,Senior-level,74500.0,0,Hudson,OH,74.5
714,IT project manager,Hawaii Pacific Health,"Director, Project Management Office - IT","Honolulu, HI",$75.50 Per Hour (Employer est.),30d+,Senior-level,62500.0,0,Honolulu,HI,62.5
715,IT project manager,Boston Medical Center,Senior Director IT Project Management Office,"Boston, MA",$128K - $181K (Glassdoor est.),30d+,Senior-level,154500.0,0,Boston,MA,154.5
716,IT project manager,"Paragon Consulting, Inc.","Director, Project Management","Cleveland, OH",$106K - $156K (Glassdoor est.),30d+,Senior-level,131000.0,0,Cleveland,OH,131.0
717,IT project manager,Mastercard,Director of Technical Program Manager,"O Fallon, MO",$138K - $230K (Employer est.),2d,Senior-level,184000.0,0,O Fallon,MO,184.0
718,IT project manager,"Gerber Payroll Services, Inc.","Director, IT Project Management Office","Elmhurst, IL",$190K - $225K (Employer est.),7d,Senior-level,207500.0,0,Elmhurst,IL,207.5
720,IT project manager,"American Regent, Inc.","Director, Project Management & GxP Execution","Shirley, NY",$158K - $180K (Employer est.),30d+,Senior-level,169000.0,0,Shirley,NY,169.0
721,IT project manager,Johnson & Johnson,Director of Product and Portfolio Management Project Heads,"Raritan, NJ",$160K - $276K (Employer est.),7d,Senior-level,218000.0,0,Raritan,NJ,218.0
722,IT project manager,Fred Hutchinson Cancer Center,"Sr. Director, IT Project Management Office","Seattle, WA",$170K - $283K (Employer est.),30d+,Senior-level,226500.0,0,Seattle,WA,226.5
723,IT project manager,Peraton,"Director, Technology Program Manager","Ashburn, VA",$146K - $234K (Employer est.),30d+,Senior-level,190000.0,0,Ashburn,VA,190.0
724,IT project manager,Sarah Cannon Research Institute,"Director, IT Project Management - Nashville, TN","Nashville, TN",$111K - $160K (Glassdoor est.),20d,Senior-level,135500.0,0,Nashville,TN,135.5
726,IT project manager,Banyan Medical Solutions,Director of Project Management Office,United States,$100K - $140K (Employer est.),24h,Senior-level,120000.0,0,United States,Unknown,120.0
727,IT project manager,FORTNA,Senior Director IT Project and Portfolio Management,"Atlanta, GA",$150K - $203K (Glassdoor est.),30d+,Senior-level,176500.0,0,Atlanta,GA,176.5
729,IT project manager,Applied Materials,Technical Project/Program Management Director,"Santa Clara, CA",$180K - $248K (Employer est.),30d+,Senior-level,214000.0,0,Santa Clara,CA,214.0
730,IT project manager,Duravant,IT Strategy and PMO Director,"Downers Grove, IL",$150K - $210K (Employer est.),25d,Senior-level,180000.0,0,Downers Grove,IL,180.0
731,IT project manager,The University of North Carolina Greensboro,Director of Technical Project Management,"Greensboro, NC",$92K - $145K (Glassdoor est.),30d+,Senior-level,118500.0,0,Greensboro,NC,118.5
732,IT project manager,Freedman Consulting,Project Director,"Washington, DC",$112K - $179K (Glassdoor est.),30d+,Senior-level,145500.0,0,Washington,DC,145.5
733,IT project manager,Capgemini,Engagement Director- Oracle Cloud SaaS Project Manager,"Atlanta, GA",$131K - $178K (Glassdoor est.),8d,Senior-level,154500.0,0,Atlanta,GA,154.5
736,IT project manager,Precision Neuroscience,"Sr. Manager / Director, Technical Program Management","Santa Clara, CA",$200K - $225K (Employer est.),30d+,Senior-level,212500.0,0,Santa Clara,CA,212.5
737,IT project manager,SEIU 775 Benefits Group,Director of Project and Portfolio Management Office,"Seattle, WA",$117K - $160K (Employer est.),30d+,Senior-level,138500.0,0,Seattle,WA,138.5
738,IT project manager,Comcast Corporation,"Director, Agile Portfolio/Program Management","Philadelphia, PA",$104K - $160K (Glassdoor est.),24h,Senior-level,132000.0,0,Philadelphia,PA,132.0
739,IT project manager,Peraton,"Director, Technology Program Management","Huntsville, AL",$146K - $234K (Employer est.),8d,Senior-level,190000.0,0,Huntsville,AL,190.0
740,IT project manager,Alcon,"Sr. Director, Global Program Manager (Early Stage R&D - Intraocular Device)","Fort Worth, TX",$131K - $189K (Glassdoor est.),30d+,Senior-level,160000.0,0,Fort Worth,TX,160.0
742,IT project manager,Western Carolina University,"Director, IT Project Management Office -","Cullowhee, NC",$63K - $94K (Glassdoor est.),30d+,Senior-level,78500.0,0,Cullowhee,NC,78.5
745,IT project manager,DEPT OF YOUTH & COMM DEV SRVS,Senior Director of Project Management and Technology Services,United States,$91K - $235K (Employer est.),30d+,Senior-level,163000.0,0,United States,Unknown,163.0
746,IT project manager,Emerson College,"Senior Director, Enterprise Systems & Project Management","Boston, MA",$148K - $188K (Employer est.),16d,Senior-level,168000.0,0,Boston,MA,168.0
748,IT project manager,Children's Healthcare of Atlanta,Strategy Project Director,"Brookhaven, DeKalb, GA",$83K - $125K (Glassdoor est.),30d+,Senior-level,104000.0,0,Brookhaven,"DeKalb, GA",104.0
750,IT project manager,Gwinnett County Public Schools,Director Project Management Office - Division of Technology and Innovation,United States,$102K - $143K (Employer est.),30d+,Senior-level,122500.0,0,United States,Unknown,122.5
751,IT project manager,Q2ebanking,"Director, Program Management","Austin, TX",$146K - $191K (Glassdoor est.),30d+,Senior-level,168500.0,0,Austin,TX,168.5
752,IT project manager,Information Technology Senior Management Forum,"Director, Project Management - Associate Experience Lead","McLean, VA",$200K - $228K (Employer est.),13d,Senior-level,214000.0,0,McLean,VA,214.0
753,IT project manager,"Partner Therapeutics, Inc","Associate Director/Director, Site PM Office","Lynnwood, WA",$115K - $180K (Glassdoor est.),30d+,Senior-level,147500.0,0,Lynnwood,WA,147.5
754,IT project manager,"Epiq Systems, Inc.","Director, Compliance Product Manager",United States,$136K - $271K (Employer est.),30d+,Senior-level,203500.0,0,United States,Unknown,203.5
755,IT project manager,Salesforce,"Director, Technical Program Management (Customer Success)","Indianapolis, IN",$122K - $180K (Glassdoor est.),7d,Senior-level,151000.0,0,Indianapolis,IN,151.0
756,IT project manager,Vantage Data Centers,"Director, Power Generation Project Manager, NA","Ashburn, VA",$93K - $135K (Glassdoor est.),30d+,Senior-level,114000.0,0,Ashburn,VA,114.0
757,IT project manager,Cornell University,"Associate Director of Administrative Applications, Technology Services, ILR School - Hybrid","Ithaca, NY",$121K - $148K (Employer est.),8d,Senior-level,134500.0,0,Ithaca,NY,134.5
759,IT project manager,EMBER GROUP CONSULTING LLC,ERP Implementation Consultant/Solution Architect (Senior Director),"Charlotte, NC",$125K - $260K (Employer est.),2d,Senior-level,192500.0,0,Charlotte,NC,192.5
760,IT project manager,"ProV International, Inc.",Salesforce Delivery Manager/Director,"Tampa, FL",$99K - $149K (Glassdoor est.),30d+,Senior-level,124000.0,0,Tampa,FL,124.0
761,IT project manager,ServiceNow,"Marketing Technology Implementation Director (Adobe), Digital Experience Platform","Santa Clara, CA",$179K - $313K (Employer est.),30d+,Senior-level,246000.0,0,Santa Clara,CA,246.0
762,IT project manager,DEPT OF HEALTH/MENTAL HYGIENE,"IT Project Management Assistant Director, Bureau of Enterprise Technology Business Solutions",Long Island-Queens,$75K - $139K (Employer est.),30d+,Senior-level,107000.0,0,Long Island-Queens,Unknown,107.0
763,IT project manager,"Vision Technologies, Inc","Director, Project Management (Low-Voltage)","Glen Burnie, MD",$140K - $165K (Employer est.),30d+,Senior-level,152500.0,0,Glen Burnie,MD,152.5
764,IT project manager,Peraton,"Director, Technology Program Management","Huntsville, AL",$146K - $234K (Employer est.),8d,Senior-level,190000.0,0,Huntsville,AL,190.0
765,IT project manager,Alcon,"Sr. Director, Global Program Manager (Early Stage R&D - Intraocular Device)","Fort Worth, TX",$131K - $189K (Glassdoor est.),30d+,Senior-level,160000.0,0,Fort Worth,TX,160.0
767,IT project manager,Western Carolina University,"Director, IT Project Management Office -","Cullowhee, NC",$63K - $94K (Glassdoor est.),30d+,Senior-level,78500.0,0,Cullowhee,NC,78.5
770,IT project manager,DEPT OF YOUTH & COMM DEV SRVS,Senior Director of Project Management and Technology Services,United States,$91K - $235K (Employer est.),30d+,Senior-level,163000.0,0,United States,Unknown,163.0
771,IT project manager,Emerson College,"Senior Director, Enterprise Systems & Project Management","Boston, MA",$148K - $188K (Employer est.),16d,Senior-level,168000.0,0,Boston,MA,168.0
773,IT project manager,Children's Healthcare of Atlanta,Strategy Project Director,"Brookhaven, DeKalb, GA",$83K - $125K (Glassdoor est.),30d+,Senior-level,104000.0,0,Brookhaven,"DeKalb, GA",104.0
775,IT project manager,Gwinnett County Public Schools,Director Project Management Office - Division of Technology and Innovation,United States,$102K - $143K (Employer est.),30d+,Senior-level,122500.0,0,United States,Unknown,122.5
776,IT project manager,Q2ebanking,"Director, Program Management","Austin, TX",$146K - $191K (Glassdoor est.),30d+,Senior-level,168500.0,0,Austin,TX,168.5
777,IT project manager,Information Technology Senior Management Forum,"Director, Project Management - Associate Experience Lead","McLean, VA",$200K - $228K (Employer est.),13d,Senior-level,214000.0,0,McLean,VA,214.0
778,IT project manager,"Partner Therapeutics, Inc","Associate Director/Director, Site PM Office","Lynnwood, WA",$115K - $180K (Glassdoor est.),30d+,Senior-level,147500.0,0,Lynnwood,WA,147.5
779,IT project manager,"Epiq Systems, Inc.","Director, Compliance Product Manager",United States,$136K - $271K (Employer est.),30d+,Senior-level,203500.0,0,United States,Unknown,203.5
780,IT project manager,Salesforce,"Director, Technical Program Management (Customer Success)","Indianapolis, IN",$122K - $180K (Glassdoor est.),7d,Senior-level,151000.0,0,Indianapolis,IN,151.0
781,IT project manager,Vantage Data Centers,"Director, Power Generation Project Manager, NA","Ashburn, VA",$93K - $135K (Glassdoor est.),30d+,Senior-level,114000.0,0,Ashburn,VA,114.0
782,IT project manager,Cornell University,"Associate Director of Administrative Applications, Technology Services, ILR School - Hybrid","Ithaca, NY",$121K - $148K (Employer est.),8d,Senior-level,134500.0,0,Ithaca,NY,134.5
784,IT project manager,EMBER GROUP CONSULTING LLC,ERP Implementation Consultant/Solution Architect (Senior Director),"Charlotte, NC",$125K - $260K (Employer est.),2d,Senior-level,192500.0,0,Charlotte,NC,192.5
785,IT project manager,"ProV International, Inc.",Salesforce Delivery Manager/Director,"Tampa, FL",$99K - $149K (Glassdoor est.),30d+,Senior-level,124000.0,0,Tampa,FL,124.0
786,IT project manager,ServiceNow,"Marketing Technology Implementation Director (Adobe), Digital Experience Platform","Santa Clara, CA",$179K - $313K (Employer est.),30d+,Senior-level,246000.0,0,Santa Clara,CA,246.0
787,IT project manager,DEPT OF HEALTH/MENTAL HYGIENE,"IT Project Management Assistant Director, Bureau of Enterprise Technology Business Solutions",Long Island-Queens,$75K - $139K (Employer est.),30d+,Senior-level,107000.0,0,Long Island-Queens,Unknown,107.0
788,IT project manager,"Vision Technologies, Inc","Director, Project Management (Low-Voltage)","Glen Burnie, MD",$140K - $165K (Employer est.),30d+,Senior-level,152500.0,0,Glen Burnie,MD,152.5
789,IT project manager,Capgemini,Engagement Director- Oracle Cloud SaaS Project Manager,"Atlanta, GA",$131K - $178K (Glassdoor est.),8d,Senior-level,154500.0,0,Atlanta,GA,154.5
790,IT project manager,HRA/DEPT OF SOCIAL SERVICES,PROJECT DIRECTOR,Manhattan,$111K - $128K (Employer est.),14d,Senior-level,119500.0,0,Manhattan,Unknown,119.5
791,IT project manager,HRA/DEPT OF SOCIAL SERVICES,"PROJECT DIRECTOR, IMAGING & ENTERPRISE DATA PROTECTION (EDP)","Brooklyn, NY",$111K - $128K (Employer est.),15d,Senior-level,119500.0,0,Brooklyn,NY,119.5
792,IT project manager,General Dynamics Information Technology,Senior Capture Director Intelligence and Homeland Security,"Herndon, VA",$213K - $288K (Employer est.),30d+,Senior-level,250500.0,0,Herndon,VA,250.5
793,IT project manager,University of the District of Columbia,WDLL Pathway Director (IT),"Washington, DC",$73K - $81K (Employer est.),30d+,Senior-level,77000.0,0,Washington,DC,77.0
